track_name,artist_name,artist_count,date_released,streams,bpm,key,danceability,valence,energy,acousticness,spotify_url
Kahani Suno 2.0,Kaifi Khalil,1,31/05/2022,156777415,140,B,58,26,38,91,https://open.spotify.com/track/4VsP4Dm8gsibRxB5I2hEkw?si=23c31f023b7549a2
Nobody Gets Me,SZA,1,09/12/2022,284908316,100,G,36,28,28,81,https://open.spotify.com/track/5Y35SjAfXjjG0sFQ3KOxmm?si=fc0407b8290f4054
Hype Boy,NewJeans,1,01/08/2022,363472647,100,E,59,78,94,27,https://open.spotify.com/track/0a4MMyCrzT0En247IhqZbD?si=40c89ddffb764836
Bloody Mary,Lady Gaga,1,01/01/2011,372476382,100,A,59,49,65,2,https://open.spotify.com/track/53jnnqFSRGMDB9ADrNriCA?si=a8b2a4bb3b1841ea
WANDA,Quevedo,1,20/01/2023,175399345,176,E,72,96,63,25,https://open.spotify.com/track/0Iozrbed8spxoBnmtBMshO?si=be2fa67c3b9a4d5a
Thought You Should Know,Morgan Wallen,1,06/05/2022,203221468,140,F#,53,51,70,49,https://open.spotify.com/track/3Qu3Zh4WTKhP9GEXo0aDnb?si=19e6e3f05795428c
In The End,Linkin Park,1,24/10/2000,1624165576,105,D#,55,40,90,1,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq?si=70b11243af9d49f3
Zona De Perigo,Leo Santana,1,08/12/2022,134294498,135,F,81,97,77,75,https://open.spotify.com/track/1jHgfC8T5KxUyC5Ldw6lk9?si=cedac35d0b634674
Lovezinho,Treyce,1,28/07/2022,70069745,128,E,82,61,59,30,https://open.spotify.com/track/5FRKq4DK5JEyd6Nrcm3A0f?si=7eb3e4c7b399422a
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,03/06/2022,609293408,101,F,74,43,69,12,https://open.spotify.com/track/0O6u0VJ46W86TxN9wgyqDj?si=a9e1098a980e4cb5
Neverita,Bad Bunny,1,06/05/2022,671365962,122,A#,88,43,50,7,https://open.spotify.com/track/31i56LZnwE6uSu3exoHjtB?si=20c461cae9ef4f85
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,03/09/2021,1223481149,77,B,72,59,76,24,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ?si=cf29d8fa8e6348b0
Revenge,XXXTENTACION,1,25/08/2017,1022258230,140,B,75,18,25,78,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW?si=81408efb15c84235
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,03/11/2022,263453310,158,C#,65,72,95,31,https://open.spotify.com/track/4o6v3Oooyt7HF20idztRD4?si=5a0a44a7e0bd45da
Love Again,The Kid Laroi,1,27/01/2023,147538971,107,B,66,47,40,72,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB?si=9e73bb1dfd2f499e
After Hours,The Weeknd,1,19/02/2020,698086140,109,F,66,16,57,10,https://open.spotify.com/track/2p8IUWQDrpjuFltbdgLOag?si=2c1c8b11e6734b5e
About Damn Time,Lizzo,1,15/07/2022,723894473,109,A#,84,72,74,10,https://open.spotify.com/track/1PckUlxKqWQs3RlWXVBLw3?si=b37a1bd1d4844626
Besos Moja2,"Wisin & Yandel, ROSAL�",2,29/09/2022,309483971,94,F,74,64,73,6,https://open.spotify.com/track/6OzUIp8KjuwxJnCWkXp1uL?si=abe86b98022a4c23
Maan Meri Jaan,King,1,12/10/2022,319566866,96,F#,70,40,51,35,https://open.spotify.com/track/1418IuVKQPTYqt7QNJ9RXN?si=adbc54fa47b04c12
Moscow Mule,Bad Bunny,1,06/05/2022,909001996,100,F,80,29,67,29,https://open.spotify.com/track/6Xom58OOXk2SoU711L2IXO?si=566e3e6535dc4dff
My Universe,"Coldplay, BTS",2,24/09/2021,1061966512,105,A,58,42,68,1,https://open.spotify.com/track/3FeVmId7tL5YN8B7R3imoM?si=a9619f0b6fc44abf
LLYLM,ROSAL�,1,27/01/2023,124988687,170,F#,56,56,63,13,https://open.spotify.com/track/2SiAcexM2p1yX6joESbehd?si=0cf7564ea0644990
TRUSTFALL,P!nk,1,27/01/2023,134255790,122,G#,64,25,89,0,https://open.spotify.com/track/6t9q5T8fDBt6Y7TyIfgkzc?si=209dce881fa94587
ANTIFRAGILE,LE SSERAFIM,1,17/10/2022,301051721,105,A#,88,82,80,8,https://open.spotify.com/track/4fsQ0K37TOXa3hEQfjEic1?si=55e2c588d8c741f7
Boy's a liar,PinkPantheress,1,30/11/2022,156338624,133,F,66,74,84,25,https://open.spotify.com/track/6AQbmUe0Qwf5PZnt4HmTXv?si=5ff5cbada8ab4c73
Shirt,SZA,1,28/10/2022,309653982,120,D#,82,55,45,15,https://open.spotify.com/track/2wSTnntOPRi7aQneobFtU4?si=874a2c08ed524684
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,28/10/2022,297328960,177,A,25,17,30,90,https://open.spotify.com/track/35ovElsgyAtQwYPYnZJECg?si=2b82f885be6b4c51
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,22/09/2022,332506354,142,D,64,31,72,15,https://open.spotify.com/track/38T0tPVZHcPZyhtOcCP7pF?si=fd47975aa4b640e9
"Sex, Drugs, Etc.",Beach Weather,1,04/11/2016,480507035,144,E,57,47,84,1,https://open.spotify.com/track/7DbdUf8aHSYoliSjO6LZv6?si=80ff481b890c40d2
Boy With Luv (feat. Halsey),"Halsey, BTS",2,12/04/2019,1065580332,120,B,65,80,86,9,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI?si=c032be81f6274192
"Hey, Mickey!",Baby Tate,1,27/09/2016,122763672,135,D,92,73,51,55,https://open.spotify.com/track/3RKjTYlQrtLXCq5ncswBPp?si=1f8415b9f2f14672
Calm Down,R��,1,09/02/2022,445763624,107,B,81,82,78,38,https://open.spotify.com/track/0WtM2NBVQNNJLh6scP13H8?si=2650b26ccd9b4b1b
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,22/12/2022,1365184,105,G,82,62,74,10,https://open.spotify.com/track/6FAYpZ4jve8vpvTwUvjK6H?si=c1901e2921604e01
Escapism. - Sped Up,"RAYE, 070 Shake",2,25/11/2022,184308753,108,F#,44,38,77,9,https://open.spotify.com/track/3XCpS4k8WqNnCpcDOSRRuz?si=b7f6ff2f1b2c4b49
Te Felicito,"Shakira, Rauw Alejandro",2,21/04/2022,606361689,174,F,70,57,64,23,https://open.spotify.com/track/3GYlZ7tbxLOxe6ewMNVTkw?si=4dff571f3aa9431f
TV,Billie Eilish,1,21/07/2022,338564981,141,E,41,9,25,84,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN?si=d8a01c9fddc84b34
I'm Not The Only One,Sam Smith,1,01/01/2014,1606986953,82,F,68,50,49,56,https://open.spotify.com/track/7795WJLVKJoAyVoOtCWqXN?si=d8a01c9fddc84b34
Heather,Conan Gray,1,20/03/2020,1301799902,92,F,47,25,43,62,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA?si=88a0b0fb68834a95
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,12/12/2022,140187018,116,G#,77,65,80,6,https://open.spotify.com/track/0CtZpaOhtzvLV3FfcsVpQo?si=fb80201fec6c4f5f
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,02/06/2017,1897517891,124,A,79,59,86,4,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6?si=6499c53d12bd4155
Sugar Rush Ride,TOMORROW X TOGETHER,1,27/01/2023,107642809,125,A#,71,83,89,1,https://open.spotify.com/track/0rhI6gvOeCKA502RdJAbfs?si=2689d30ae1a64bf0
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,27/04/2022,556585270,83,C#,46,34,64,31,https://open.spotify.com/track/59nOXPmaKlBfGMDeOVGrIK?si=08a5f8358b394251
Don't Start Now,Dua Lipa,1,31/10/2019,2303033973,124,B,79,68,79,1,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62?si=7a4736e42fa84dd7
After Dark,Mr.Kitty,1,08/08/2014,646886885,140,G#,58,4,60,7,https://open.spotify.com/track/2LKOHdMsL0K9KwcPRlJK2v?si=ee0b5295fada4959
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,23/07/2021,1814349763,150,D#,74,89,70,2,https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK?si=c918b958484d4f44
MIDDLE OF THE NIGHT,Elley Duh�,1,10/01/2020,872137015,186,E,41,9,61,2,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly?si=c9963f25ef3a49a5
Atlantis,Seafret,1,22/04/2015,571386359,166,G#,40,23,48,5,https://open.spotify.com/track/1Fid2jjqsHViMX6xNH70hE?si=1c4f17209d5e4a00
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,09/09/2022,174006928,87,G,87,52,52,31,https://open.spotify.com/track/0bBwi6ddYeTv5fXgHAdfiH?si=43c3d74e636348d6
How Do I Say Goodbye,Dean Lewis,1,05/08/2022,284785823,82,G#,40,39,64,21,https://open.spotify.com/track/5hnGrTBaEsdukpDF6aZg8a?si=4b07ef12bbb547c6
Blind,SZA,1,09/12/2022,163284000,114,A,46,60,28,91,https://open.spotify.com/track/2CSRrnOEELmhpq8iaAi9cd?si=ca50f7efcd764e96
Die For You,Joji,1,04/11/2022,246390068,148,G#,47,15,52,38,https://open.spotify.com/track/26hOm7dTtBi0TdpDGl141t?si=e444afd04ee045e2
Doja,Central Cee,1,20/07/2022,482257456,140,F#,91,97,57,38,https://open.spotify.com/track/3LtpKP5abr2qqjunvjlX5i?si=996401fbe778423a
Gatita,Bellakath,1,03/10/2022,168684524,101,G,90,76,81,15,https://open.spotify.com/track/5cjyPvpE6SnzEMwhpcSA0F?si=d567cce9cfc34811
Rumble,"Skrillex, Flowdan, Fred again..",3,17/01/2022,78489819,140,C#,81,6,84,5,https://open.spotify.com/track/1GfBLbAhZUWdseuDqhocmn?si=4de05f46f2114115
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,02/12/2022,195516622,88,G,49,24,66,19,https://open.spotify.com/track/4WuOWVnAqvEQxgSRrspBgt?si=dac917bc30f74b74
Yonaguni,Bad Bunny,1,04/06/2021,1260594497,180,C#,64,44,65,28,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS?si=2990eafa4d0742c2
Super Freaky Girl,Nicki Minaj,1,12/08/2022,428685680,133,D,95,91,89,6,https://open.spotify.com/track/4C6Uex2ILwJi9sZXRdmqXp?si=48d90773032b4a48
Running Up That Hill (A Deal With God),Kate Bush,1,16/09/1985,1024858327,108,A#,63,20,55,72,https://open.spotify.com/track/1PtQJZVZIdWIYdARpZRDFO?si=3bd9f67eb85c4047
Dream On,Aerosmith,1,05/01/1973,838586769,80,F,39,24,43,39,https://open.spotify.com/track/1xsYj84j7hUDDnTTerGWlH?si=b4ebf9a1919c43f5
Limbo,Freddie Dredd,1,11/08/2022,199386237,75,B,80,46,62,3,https://open.spotify.com/track/37F7E7BKEw2E4O2L7u0IEp?si=6b6b47918da64385
Where Are You Now,"Lost Frequencies, Calum Scott",2,30/07/2021,972509632,121,F#,67,26,64,52,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z?si=33b9ead64d024ead
WORTH NOTHING,"Twisted, Oliver Tree",2,28/09/2022,213438580,140,D,58,17,62,18,https://open.spotify.com/track/3PjbA0O5olhampPMdaB0V1?si=e5813a3afca54d45
Bad Habits,Ed Sheeran,1,03/09/2020,1555511105,126,B,81,59,90,5,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d?si=39cc7d3c8fe44223
KICK BACK,Kenshi Yonezu,1,12/10/2022,210038833,102,C#,58,29,94,0,https://open.spotify.com/track/3khEEPRyBeOUabbmOPJzAG?si=13a6e1365e9d49e2
Good Days,SZA,1,24/12/2020,826623384,121,C#,46,53,78,23,https://open.spotify.com/track/4PMqSO5qyjpvzhlLI5GnID?si=fad3f85b00964cee
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,27/03/2020,1802514301,103,F#,70,92,83,1,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF?si=7be8a29475d84667
Woman,Doja Cat,1,25/06/2021,1329090101,108,F,82,88,76,9,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4?si=b7753392ecfd4dfe
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,14/09/2022,181831132,85,F,65,36,47,31,https://open.spotify.com/track/31mzt4ZV8C0f52pIz1NSwd?si=0c34a9b85d0441ce
Ferrari,"James Hype, Miggy Dela Rosa",2,14/03/2022,462791599,125,C#,84,70,69,1,https://open.spotify.com/track/4zN21mbAuaD0WqtmaTZZeP?si=51e8a833a0ce4f6a
"You're On Your Own, Kid",Taylor Swift,1,21/10/2022,348647203,120,D,69,40,39,41,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t?si=e87caad2e6d449fa
Payphone,"Maroon 5, Wiz Khalifa",2,01/01/2012,1479264469,110,E,74,51,74,2,https://open.spotify.com/track/1XGmzt0PVuFgQYYnV2It7A?si=9a356724e7a94aa8
All I Want for Christmas Is You,Mariah Carey,1,28/10/1994,1449779435,150,G,34,33,63,16,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn?si=85b9926e12f34055
Last Christmas,Wham!,1,01/01/1984,1159176109,107,B,74,88,65,28,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78?si=8620c0621c12483b
Rockin' Around The Christmas Tree,Brenda Lee,1,01/01/1958,769213520,140,G#,70,85,41,71,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97?si=463d191d25604f61
Jingle Bell Rock,Bobby Helms,1,01/01/1957,741301563,119,D,74,78,37,84,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya?si=4e5da6772ce64ace
It's Beginning To Look A Lot Like Christmas,Michael Bubl�,1,14/10/2011,807561936,93,E,35,38,23,91,https://open.spotify.com/track/5a1iz510sv2W9Dt1MvFd5R?si=383338330b504ed4
Santa Tell Me,Ariana Grande,1,13/12/2013,834129063,133,G,46,53,63,5,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb?si=ead6db7a8b4e447b
It's the Most Wonderful Time of the Year,Andy Williams,1,14/10/1963,663832097,202,G,24,76,60,77,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN?si=cc5bb76c172242a6
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,16/11/1959,446390129,134,C#,45,72,24,91,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg?si=b3b3a728f80b499c
Snowman,Sia,1,01/01/2017,690104769,105,C#,72,33,51,48,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq?si=b11f8d3bce1848ab
Underneath the Tree,Kelly Clarkson,1,25/10/2013,485285717,160,G#,51,69,81,0,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5?si=cb06a9899c684b96
Holly Jolly Christmas,Michael Bubl�,1,14/10/2011,476244795,151,G,65,70,47,87,https://open.spotify.com/track/5PuKlCjfEVIXl0ZBp5ZW9g?si=f97a2d4ab4084044
Mistletoe,Justin Bieber,1,01/01/2011,629173063,162,F#,67,88,54,51,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA?si=64dc6771cc974c00
Sleigh Ride,The Ronettes,1,22/11/1963,404664135,92,D,53,84,77,40,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ?si=d34dc4be25454040
Seek & Destroy,SZA,1,09/12/2022,98709329,152,C#,65,35,65,44,https://open.spotify.com/track/6eT2V7nKXyMf47TwPbtgAD?si=6e8c719809944ed3
Love Language,SZA,1,09/12/2022,110849052,65,A,71,55,26,85,https://open.spotify.com/track/1eIXYZWEfJO3Na2LCCnIJE?si=783ef44325ee4b9d
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,01/12/1971,460492795,147,D,33,39,61,32,https://open.spotify.com/track/0asgUXDrY7oWmFSllqoTo8?si=cae360e34002440c
Used (feat. Don Toliver),"SZA, Don Toliver",2,08/12/2022,94005786,150,A#,73,71,69,53,https://open.spotify.com/track/1TweDM3JC49LNeelLVg3yX?si=fc87ad3162af4c2e
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,01/11/1946,389771964,139,C#,36,22,15,84,https://open.spotify.com/track/4cqLCCMzG6GQ9Bch2PBzFp?si=752b6125d64d472a
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,16/11/1979,403939487,95,B,75,74,58,36,https://open.spotify.com/track/1SV1fxF65n9NhRHp3KlBuu?si=12bcad1da3ba4842
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,09/12/2022,110073250,125,F#,62,59,43,84,https://open.spotify.com/track/4h5x3XHLVYFJaItKuO2rhy?si=c2fbff8850e44f0b
Merry Christmas Everyone,Shakin' Stevens,1,01/01/1984,351636786,101,C#,72,91,87,14,https://open.spotify.com/track/2TE4xW3ImvpltVU0cPcKUn?si=8f8aa6c90c464568
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,01/01/1950,473248298,143,D,60,86,32,88,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg?si=bc30018a12964fe0
SOS,SZA,1,09/12/2022,73981293,119,G,51,51,66,67,https://open.spotify.com/track/4PMqSO5qyjpvzhlLI5GnID?si=81b05e060a0b47b9
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,08/12/2022,155653938,78,A,67,22,59,76,https://open.spotify.com/track/0xaFw2zDYf1rIJWl2dXiSF?si=36fec0e734734bae
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,01/01/1942,395591396,96,A,23,19,25,91,https://open.spotify.com/track/3hScEmuagcQ0TvoJa5oFyI?si=5216de3c87664a70
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,01/01/1986,429504768,180,A,51,87,58,36,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ?si=9acecafbb70a4fab
Christmas (Baby Please Come Home),Darlene Love,1,22/11/1963,242767149,126,D#,34,35,76,39,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68?si=88b42e1a5bcc4344
Gone Girl,SZA,1,09/12/2022,65362788,150,F,43,42,44,57,https://open.spotify.com/track/74QgSf2GziX666rZAmjZWt?si=0399a1c0cff54cab
F2F,SZA,1,09/12/2022,67540165,90,D,53,47,74,9,https://open.spotify.com/track/2e2AXpIiJpet5b4qg85Gh6?si=acadf47c53644c93
Notice Me,SZA,1,09/12/2022,62019074,160,F,72,78,68,28,https://open.spotify.com/track/4fnNBPN9W6AoOYSQS3FJxT?si=9a26fc50cb3e4496
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,01/01/1958,295998468,113,G,73,72,32,77,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa?si=9630a3e6d6f241f8
Antidepresan,"Mabel Matiz, Mert Demir",2,04/11/2022,136689549,100,B,70,92,59,3,https://open.spotify.com/track/4OH5Cd8ZOI1eSgJSC9PYmU?si=896ae8c9cd7d4ce3
Wild Flower (with youjeen),RM,1,02/12/2022,135611421,155,G#,49,42,77,3,https://open.spotify.com/track/1AZjCZSGEjlxUufFQwSszF?si=83380e8983024518
I Hate U,SZA,1,03/12/2021,356709897,107,G,54,41,39,51,https://open.spotify.com/track/2aJnyNu4PQxQ2lyj5boiMG?si=2116f72f1d1346ee
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,02/12/2022,110649992,112,G#,80,15,54,9,https://open.spotify.com/track/1pacwLXyRO47ka0v6LTIiY?si=8f7fbc9ed2bb40aa
SPIT IN MY FACE!,ThxSoMch,1,31/10/2022,301869854,166,C#,70,57,57,9,https://open.spotify.com/track/1N8TTK1Uoy7UvQNUazfUt5?si=ec5c455974524adf
Deck The Hall - Remastered 1999,Nat King Cole,1,01/01/1959,127027715,107,F#,69,96,36,81,https://open.spotify.com/track/0rHToGels2lt8Y0mCYoF90?si=e4e46751cf0a4c86
Smoking on my Ex Pack,SZA,1,09/12/2022,57144458,81,G#,47,33,68,24,https://open.spotify.com/track/4jTs7ny5eSRnKTzxdrFv5I?si=768ff5eac6f649d1
Conceited,SZA,1,09/12/2022,56870689,150,C#,79,77,46,5,https://open.spotify.com/track/4hTej08FutmriOs7S1hWWy?si=cd452c11c20344ac
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,21/10/2022,323437194,110,A,66,19,32,69,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h?si=8589265f455848d6
Maroon,Taylor Swift,1,21/10/2022,317726339,108,G,64,4,40,6,https://open.spotify.com/track/3eX0NZfLtGzoLUxPNvRfqm?si=bfd4ac179a674ab4
Bejeweled,Taylor Swift,1,21/10/2022,328207708,164,G,70,39,56,6,https://open.spotify.com/track/3qoftcUZaUOncvIYjFSPdE?si=aacc9337c8a748ff
Tarot,"Bad Bunny, Jhay Cortez",2,06/05/2022,608228647,114,B,80,42,68,2,https://open.spotify.com/track/41oY4WCTj5kccfesTVFnvN?si=e6ee73b592ae48e8
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,20/09/2005,180577478,93,F,63,93,88,1,https://open.spotify.com/track/2OQ6a4CfUeYskpTTgyawyJ?si=c17cad68063d4461
Desesperados,"Chencho Corleone, Rauw Alejandro",2,25/06/2021,809306935,90,C#,87,51,69,36,https://open.spotify.com/track/6mmPpaltUZK7xjNlBPQQ0p?si=b71552ab77ca488a
Too Late,SZA,1,08/12/2022,49262961,128,B,45,35,68,78,https://open.spotify.com/track/4rAg5bbrdZX00mXXhLvYXj?si=837f4580bd2c4019
Party,"Bad Bunny, Rauw Alejandro",2,06/05/2022,614555082,97,A,83,47,80,2,https://open.spotify.com/track/4tYFy8ALRjIZvnvSLw5lxN?si=e81a6152d2464c19
Run Rudolph Run - Single Version,Chuck Berry,1,01/01/1958,245350949,152,G,69,94,71,79,https://open.spotify.com/track/2pnPe4pJtq7689i5ydzvJJ?si=e44dc9cad65c4c66
Jingle Bells - Remastered 1999,Frank Sinatra,1,01/01/1957,178660459,175,G#,51,94,34,73,https://open.spotify.com/track/4HEOgBHRCExyYVeTyrXsnL?si=fb386c3ba25b4a09
Far,SZA,1,09/12/2022,51641685,116,D,61,48,55,67,https://open.spotify.com/track/74NI58MQexwZjNu1Gu6GjT?si=2c53559f78cf4055
On Time (with John Legend),"John Legend, Metro Boomin",2,02/12/2022,78139948,80,F,33,51,59,76,https://open.spotify.com/track/0YFqKxV9uNu6LUeYkLOKRS?si=31eb79eb3fd44ad7
Sacrifice,The Weeknd,1,07/01/2022,326792833,122,G,70,91,79,3,https://open.spotify.com/track/1nH2PkJL1XoUq8oE6tBZoU?si=34244530709b440b
Is There Someone Else?,The Weeknd,1,07/01/2022,391251368,135,A,70,60,58,4,https://open.spotify.com/track/0mL82sxCRjrs3br407IdJh?si=99d4fee3986c4544
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,05/01/2022,349585590,109,F,60,45,47,62,https://open.spotify.com/track/4wH7ZoqgETaACS9BlUkvuY?si=962ba8fb5658472b
Do It To It,"Cherish, ACRAZE",2,20/08/2021,674772936,125,B,85,64,81,2,https://open.spotify.com/track/20on25jryn53hWghthWWW3?si=76db095ac7cc4408
Pepas,Farruko,1,24/06/2021,1309887447,130,G,76,44,77,1,https://open.spotify.com/track/5fwSHlTEWpluwOM0Sxnh5k?si=10897631e7b74039
How Do I Make You Love Me?,The Weeknd,1,07/01/2022,119238316,121,G,80,62,51,2,https://open.spotify.com/track/2Ghp894n1laIf2w98VeAOJ?si=edca5ef13e8e4cfd
Gasoline,The Weeknd,1,07/01/2022,116903579,123,F#,74,35,73,0,https://open.spotify.com/track/2IO7yf562c1zLzpanal1DT?si=853ebc7c0c854fe6
Infinity,Jaymes Young,1,23/06/2017,888046992,122,B,67,50,67,15,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK?si=4c64bd07a0f94444
Take My Breath,The Weeknd,1,06/08/2021,130655803,121,A#,70,35,77,1,https://open.spotify.com/track/2vgUijXOTRMnWXDtvgMp2b?si=27ec8b63fb694939
good 4 u,Olivia Rodrigo,1,14/05/2021,1887039593,166,F#,56,68,66,28,https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG?si=efd9e12b25e54928
Best Friends,The Weeknd,1,07/01/2022,101114984,87,E,49,49,59,44,https://open.spotify.com/track/3rPtS4nfpy7PsARctAWpzd?si=d457fa51bd3e4863
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,09/04/2021,1575467011,111,G#,77,74,66,30,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK?si=36ad89ee8da444d9
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,07/01/2022,91656026,110,D,75,85,84,10,https://open.spotify.com/track/5XbA7TAqsD0fj0dGBrbb0D?si=d47c1b5897584d10
Need To Know,Doja Cat,1,11/06/2021,1042568408,130,C#,66,19,61,30,https://open.spotify.com/track/3Vi5XqYrmQgOYBajMWSvCi?si=8d0faf362f6044c9
MONTERO (Call Me By Your Name),Lil Nas X,1,18/09/2020,1735441776,179,G#,61,76,51,30,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd?si=ce4432eeee5c4689
love nwantiti (ah ah ah),Ckay,1,26/07/2019,726837877,93,F,74,53,73,61,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g?si=1fa31f04fa4e40a7
Dawn FM,The Weeknd,1,07/01/2022,53933526,78,A,27,10,49,62,https://open.spotify.com/track/6krYS8KtmNAYyb5uTZiYW4?si=4286bda4ee464b9a
Surface Pressure,Jessica Darrow,1,19/11/2021,267758538,180,D,65,37,58,2,https://open.spotify.com/track/760jhRscwGbIIe1m1IIQpU?si=1b15e66ee88e47ae
Starry Eyes,The Weeknd,1,07/01/2022,74601456,86,A,28,13,41,50,https://open.spotify.com/track/3YL4zMqcyFu0OfLI1sZ66Z?si=97c2533413ac47a5
THATS WHAT I WANT,Lil Nas X,1,17/09/2021,920797189,88,C#,74,55,85,1,https://open.spotify.com/track/0e8nrvls4Qqv5Rfa2UhqmO?si=9730b6a919034e71
One Right Now (with The Weeknd),"The Weeknd, Post Malone",2,05/11/2021,539595276,97,C#,68,72,78,4,https://open.spotify.com/track/00Blm7zeNqgYLPtW6zg8cj?si=8f35816bc7ab4ae2
Mon Amour - Remix,"Aitana, zzoilo",2,21/09/2020,578207856,116,D,75,36,76,12,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R?si=e4d3e87f60c34aad
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),"Julieta Venegas, Bad Bunny, Tainy",3,05/10/2021,775542072,170,E,64,14,70,9,https://open.spotify.com/track/4gzsuuZypVbxs0Af1LSZyB?si=3a9ebbd5d55e4068
MONEY,Lisa,1,10/09/2021,863625566,140,C#,83,40,55,16,https://open.spotify.com/track/45OX2jjEw1l7lOFJfDP9fv?si=6924a4ff94674a98
